570	1330569	安徽	合肥	电信CDMA卡	0551	230000
571	1330570	浙江	衢州	电信CDMA卡	0570	324000
572	1330571	浙江	杭州	电信CDMA卡	0571	310000
573	1330572	浙江	湖州	电信CDMA卡	0572	313000
574	1330573	浙江	嘉兴	电信CDMA卡	0573	314000
575	1330574	浙江	宁波	电信CDMA卡	0574	315000
576	1330575	浙江	绍兴	电信CDMA卡	0575	312000
577	1330576	浙江	台州	电信CDMA卡	0576	318000
578	1330577	浙江	温州	电信CDMA卡	0577	325000
579	1330578	浙江	丽水	电信CDMA卡	0578	323000
580	1330579	浙江	金华	电信CDMA卡	0579	321000
581	1330580	浙江	舟山	电信CDMA卡	0580	316000
582	1330581	浙江	杭州	电信CDMA卡	0571	310000
583	1330582	浙江	湖州	电信CDMA卡	0572	313000
584	1330583	浙江	嘉兴	电信CDMA卡	0573	314000
585	1330584	浙江	宁波	电信CDMA卡	0574	315000
586	1330585	浙江	绍兴	电信CDMA卡	0575	312000
587	1330586	浙江	台州	电信CDMA卡	0576	318000
588	1330587	浙江	温州	电信CDMA卡	0577	325000
589	1330588	浙江	丽水	电信CDMA卡	0578	323000
590	1330589	浙江	金华	电信CDMA卡	0579	321000
591	1330590	福建	福州	电信CDMA卡	0591	350000
592	1330591	福建	福州	电信CDMA卡	0591	350000
593	1330592	福建	福州	电信CDMA卡	0591	350000
594	1330593	福建	宁德	电信CDMA卡	0593	352000
595	1330594	福建	莆田	电信CDMA卡	0594	351100
596	1330595	福建	泉州	电信CDMA卡	0595	362000
597	1330596	福建	泉州	电信CDMA卡	0595	362000
598	1330597	福建	泉州	电信CDMA卡	0595	362000
599	1330598	福建	泉州	电信CDMA卡	0595	362000
600	1330599	福建	南平	电信CDMA卡	0599	353000
601	1330600	福建	厦门	电信CDMA卡	0592	361000
602	1330601	福建	厦门	电信CDMA卡	0592	361000
603	1330602	福建	厦门	电信CDMA卡	0592	361000
604	1330603	福建	厦门	电信CDMA卡	0592	361000
605	1330604	福建	厦门	电信CDMA卡	0592	361000
606	1330605	福建	厦门	电信CDMA卡	0592	361000
607	1330606	福建	漳州	电信CDMA卡	0596	363000
608	1330607	福建	龙岩	电信CDMA卡	0597	364000
609	1330608	福建	三明	电信CDMA卡	0598	365000
610	1330609	福建	泉州	电信CDMA卡	0595	362000
611	1330610	江苏	镇江	电信CDMA卡	0511	212000
612	1330611	江苏	常州	电信CDMA卡	0519	213000
613	1330612	江苏	常州	电信CDMA卡	0519	213000
614	1330613	江苏	苏州	电信CDMA卡	0512	215000
615	1330614	江苏	常州	电信CDMA卡	0519	213000
616	1330615	江苏	无锡	电信CDMA卡	0510	214000
617	1330616	江苏	无锡	电信CDMA卡	0510	214000
618	1330617	江苏	无锡	电信CDMA卡	0510	214000
619	1330618	江苏	无锡	电信CDMA卡	0510	214000
620	1330619	江苏	无锡	电信CDMA卡	0510	214000
621	1330620	江苏	苏州	电信CDMA卡	0512	215000
622	1330621	江苏	苏州	电信CDMA卡	0512	215000
623	1330622	江苏	苏州	电信CDMA卡	0512	215000
624	1330623	江苏	苏州	电信CDMA卡	0512	215000
625	1330624	江苏	苏州	电信CDMA卡	0512	215000
626	1330625	江苏	苏州	电信CDMA卡	0512	215000
627	1330626	江苏	苏州	电信CDMA卡	0512	215000
628	1330627	江苏	南通	电信CDMA卡	0513	226000
629	1330628	江苏	南通	电信CDMA卡	0513	226000
630	1330629	江苏	南通	电信CDMA卡	0513	226000
631	1330630	山东	威海	电信CDMA卡	0631	264200
632	1330631	山东	威海	电信CDMA卡	0631	264200
633	1330632	山东	枣庄	电信CDMA卡	0632	277000
634	1330633	山东	日照	电信CDMA卡	0633	276800
635	1330634	山东	莱芜	电信CDMA卡	0634	271100
636	1330635	山东	聊城	电信CDMA卡	0635	252000
637	1330636	山东	潍坊	电信CDMA卡	0536	261000
638	1330637	山东	枣庄	电信CDMA卡	0632	277000
639	1330638	山东	烟台	电信CDMA卡	0535	264000
640	1330639	山东	青岛	电信CDMA卡	0532	266000
641	1330640	山东	济南	电信CDMA卡	0531	250000
642	1330641	山东	济南	电信CDMA卡	0531	250000
643	1330642	山东	青岛	电信CDMA卡	0532	266000
644	1330643	山东	淄博	电信CDMA卡	0533	255000
645	1330644	山东	济南	电信CDMA卡	0531	250000
646	1330645	山东	烟台	电信CDMA卡	0535	264000
647	1330646	山东	潍坊	电信CDMA卡	0536	261000
648	1330647	山东	东营	电信CDMA卡	0546	257000
649	1330648	山东	青岛	电信CDMA卡	0532	266000
650	1330649	山东	滨州	电信CDMA卡	0543	256600
651	1330650	浙江	杭州	电信CDMA卡	0571	310000
652	1330651	浙江	杭州	电信CDMA卡	0571	310000
653	1330652	浙江	杭州	电信CDMA卡	0571	310000
654	1330653	浙江	杭州	电信CDMA卡	0571	310000
655	1330654	浙江	台州	电信CDMA卡	0576	318000
656	1330655	浙江	台州	电信CDMA卡	0576	318000
657	1330656	浙江	台州	电信CDMA卡	0576	318000
658	1330657	浙江	台州	电信CDMA卡	0576	318000
659	1330658	浙江	台州	电信CDMA卡	0576	318000
660	1330659	浙江	台州	电信CDMA卡	0576	318000
661	1330660	浙江	宁波	电信CDMA卡	0574	315000
662	1330661	浙江	宁波	电信CDMA卡	0574	315000
663	1330662	浙江	宁波	电信CDMA卡	0574	315000
664	1330663	浙江	宁波	电信CDMA卡	0574	315000
665	1330664	浙江	宁波	电信CDMA卡	0574	315000
666	1330665	浙江	宁波	电信CDMA卡	0574	315000
667	1330666	浙江	宁波	电信CDMA卡	0574	315000
668	1330667	浙江	宁波	电信CDMA卡	0574	315000
669	1330668	浙江	宁波	电信CDMA卡	0574	315000
670	1330669	浙江	宁波	电信CDMA卡	0574	315000
671	1330670	浙江	衢州	电信CDMA卡	0570	324000
672	1330671	浙江	杭州	电信CDMA卡	0571	310000
673	1330672	浙江	湖州	电信CDMA卡	0572	313000
674	1330673	浙江	嘉兴	电信CDMA卡	0573	314000
675	1330674	浙江	宁波	电信CDMA卡	0574	315000
676	1330675	浙江	绍兴	电信CDMA卡	0575	312000
678	1330677	浙江	温州	电信CDMA卡	0577	325000
679	1330678	浙江	丽水	电信CDMA卡	0578	323000
680	1330679	浙江	金华	电信CDMA卡	0579	321000
681	1330680	浙江	舟山	电信CDMA卡	0580	316000
682	1330681	浙江	杭州	电信CDMA卡	0571	310000
683	1330682	浙江	湖州	电信CDMA卡	0572	313000
684	1330683	浙江	嘉兴	电信CDMA卡	0573	314000
685	1330684	浙江	宁波	电信CDMA卡	0574	315000
686	1330685	浙江	绍兴	电信CDMA卡	0575	312000
687	1330686	浙江	台州	电信CDMA卡	0576	318000
688	1330687	浙江	温州	电信CDMA卡	0577	325000
689	1330688	浙江	丽水	电信CDMA卡	0578	323000
690	1330689	浙江	金华	电信CDMA卡	0579	321000
691	1330690	福建	福州	电信CDMA卡	0591	350000
692	1330691	福建	福州	电信CDMA卡	0591	350000
693	1330692	福建	福州	电信CDMA卡	0591	350000
694	1330693	福建	福州	电信CDMA卡	0591	350000
695	1330694	福建	漳州	电信CDMA卡	0596	363000
696	1330695	福建	漳州	电信CDMA卡	0596	363000
697	1330696	福建	漳州	电信CDMA卡	0596	363000
698	1330697	福建	龙岩	电信CDMA卡	0597	364000
699	1330698	福建	三明	电信CDMA卡	0598	365000
700	1330699	福建	泉州	电信CDMA卡	0595	362000
701	1330700	江西	南昌	电信CDMA卡	0791	330000
702	1330701	江西	鹰潭	电信CDMA卡	0701	335000
703	1330702	江西	九江	电信CDMA卡	0792	332000
704	1330703	江西	上饶	电信CDMA卡	0793	334000
705	1330704	江西	抚州	电信CDMA卡	0794	344000
706	1330705	江西	宜春	电信CDMA卡	0795	336000
707	1330706	江西	吉安	电信CDMA卡	0796	343100
708	1330707	江西	赣州	电信CDMA卡	0797	341000
709	1330708	江西	南昌	电信CDMA卡	0791	330000
710	1330709	江西	南昌	电信CDMA卡	0791	330000
711	1330710	湖北	武汉	电信CDMA卡	027	430000
712	1330711	湖北	武汉	电信CDMA卡	027	430000
713	1330712	湖北	武汉	电信CDMA卡	027	430000
714	1330713	湖北	武汉	电信CDMA卡	027	430000
715	1330714	湖北	武汉	电信CDMA卡	027	430000
716	1330715	湖北	武汉	电信CDMA卡	027	430000
717	1330716	湖北	武汉	电信CDMA卡	027	430000
718	1330717	湖北	武汉	电信CDMA卡	027	430000
719	1330718	湖北	武汉	电信CDMA卡	027	430000
720	1330719	湖北	武汉	电信CDMA卡	027	430000
721	1330720	湖北	宜昌	电信CDMA卡	0717	443000
722	1330721	湖北	荆州	电信CDMA卡	0716	434000
723	1330722	湖北	仙桃	电信CDMA卡	0728	433000
724	1330723	湖北	黄石	电信CDMA卡	0714	435000
725	1330724	湖北	咸宁	电信CDMA卡	0715	437000
726	1330725	湖北	黄冈	电信CDMA卡	0713	438000
727	1330726	湖北	恩施	电信CDMA卡	0718	445000
728	1330727	湖北	襄阳	电信CDMA卡	0710	441000
729	1330728	湖北	十堰	电信CDMA卡	0719	442000
730	1330729	湖北	孝感	电信CDMA卡	0712	432000
731	1330730	湖南	岳阳	电信CDMA卡	0730	414000
732	1330731	湖南	长沙	电信CDMA卡	0731	410100
733	1330732	湖南	湘潭	电信CDMA卡	0731	411100
734	1330733	湖南	株洲	电信CDMA卡	0731	412000
735	1330734	湖南	衡阳	电信CDMA卡	0734	421000
736	1330735	湖南	郴州	电信CDMA卡	0735	423000
737	1330736	湖南	常德	电信CDMA卡	0736	415000
738	1330737	湖南	益阳	电信CDMA卡	0737	413000
739	1330738	湖南	娄底	电信CDMA卡	0738	417000
740	1330739	湖南	邵阳	电信CDMA卡	0739	422000
741	1330740	湖南	岳阳	电信CDMA卡	0730	414000
742	1330741	湖南	株洲	电信CDMA卡	0731	412000
743	1330742	湖南	常德	电信CDMA卡	0736	415000
744	1330743	湖南	吉首	电信CDMA卡	0743	416000
745	1330744	湖南	张家界	电信CDMA卡	0744	427000
746	1330745	湖南	怀化	电信CDMA卡	0745	418000
747	1330746	湖南	永州	电信CDMA卡	0746	425000
748	1330747	湖南	衡阳	电信CDMA卡	0734	421000
749	1330748	湖南	长沙	电信CDMA卡	0731	410100
750	1330749	湖南	长沙	电信CDMA卡	0731	410100
751	1330750	海南	海口	电信CDMA卡	0898	570100
752	1330751	海南	海口	电信CDMA卡	0898	570100
753	1330752	海南	海口	电信CDMA卡	0898	570100
754	1330753	海南	海口	电信CDMA卡	0898	570100
755	1330754	海南	海口	电信CDMA卡	0898	570100
756	1330755	海南	海口	电信CDMA卡	0898	570100
757	1330756	海南	海口	电信CDMA卡	0898	570100
758	1330757	海南	海口	电信CDMA卡	0898	570100
759	1330758	海南	海口	电信CDMA卡	0898	570100
760	1330759	海南	海口	电信CDMA卡	0898	570100
761	1330760	海南	海口	电信CDMA卡	0898	570100
762	1330761	海南	海口	电信CDMA卡	0898	570100
763	1330762	海南	海口	电信CDMA卡	0898	570100
764	1330763	海南	海口	电信CDMA卡	0898	570100
765	1330764	海南	海口	电信CDMA卡	0898	570100
766	1330765	海南	海口	电信CDMA卡	0898	570100
767	1330766	海南	海口	电信CDMA卡	0898	570100
768	1330767	海南	海口	电信CDMA卡	0898	570100
769	1330768	海南	海口	电信CDMA卡	0898	570100
770	1330769	海南	海口	电信CDMA卡	0898	570100
771	1330770	广西	防城港	电信CDMA卡	0770	538000
772	1330771	广西	南宁	电信CDMA卡	0771	530000
773	1330772	广西	柳州	电信CDMA卡	0772	545000
774	1330773	广西	桂林	电信CDMA卡	0773	541000
775	1330774	广西	梧州	电信CDMA卡	0774	543000
776	1330775	广西	玉林	电信CDMA卡	0775	537000
777	1330776	广西	百色	电信CDMA卡	0776	533000
778	1330777	广西	钦州	电信CDMA卡	0777	535000
779	1330778	广西	河池	电信CDMA卡	0778	547000
780	1330779	广西	北海	电信CDMA卡	0779	536000
781	1330780	广西	防城港	电信CDMA卡	0770	538000
782	1330781	广西	南宁	电信CDMA卡	0771	530000
783	1330782	广西	柳州	电信CDMA卡	0772	545000
784	1330783	广西	桂林	电信CDMA卡	0773	541000
785	1330784	广西	梧州	电信CDMA卡	0774	543000
786	1330785	广西	玉林	电信CDMA卡	0775	537000
787	1330786	广西	南宁	电信CDMA卡	0771	530000
788	1330787	广西	钦州	电信CDMA卡	0777	535000
789	1330788	广西	河池	电信CDMA卡	0778	547000
790	1330789	广西	北海	电信CDMA卡	0779	536000
791	1330790	江西	新余	电信CDMA卡	0790	338000
792	1330791	江西	南昌	电信CDMA卡	0791	330000
793	1330792	江西	九江	电信CDMA卡	0792	332000
794	1330793	江西	上饶	电信CDMA卡	0793	334000
795	1330794	江西	抚州	电信CDMA卡	0794	344000
796	1330795	江西	宜春	电信CDMA卡	0795	336000
797	1330796	江西	吉安	电信CDMA卡	0796	343100
798	1330797	江西	赣州	电信CDMA卡	0797	341000
799	1330798	江西	景德镇	电信CDMA卡	0798	333000
800	1330799	江西	萍乡	电信CDMA卡	0799	337000
801	1330800	四川	成都	电信CDMA卡	028	610000
802	1330801	四川	成都	电信CDMA卡	028	610000
803	1330802	四川	成都	电信CDMA卡	028	610000
804	1330803	四川	成都	电信CDMA卡	028	610000
805	1330804	四川	成都	电信CDMA卡	028	610000
806	1330805	四川	成都	电信CDMA卡	028	610000
807	1330806	四川	成都	电信CDMA卡	028	610000
808	1330807	四川	成都	电信CDMA卡	028	610000
809	1330808	四川	成都	电信CDMA卡	028	610000
810	1330809	四川	成都	电信CDMA卡	028	610000
811	1330810	四川	德阳	电信CDMA卡	0838	618000
812	1330811	四川	绵阳	电信CDMA卡	0816	621000
813	1330812	四川	广元	电信CDMA卡	0839	628000
814	1330813	四川	乐山	电信CDMA卡	0833	614000
815	1330814	四川	攀枝花	电信CDMA卡	0812	617000
816	1330815	四川	西昌	电信CDMA卡	0834	615000
817	1330816	四川	雅安	电信CDMA卡	0835	625000
818	1330817	四川	成都	电信CDMA卡	028	610000
819	1330818	四川	成都	电信CDMA卡	028	610000
820	1330819	四川	成都	电信CDMA卡	028	610000
821	1330820	四川	成都	电信CDMA卡	028	610000
822	1330821	四川	成都	电信CDMA卡	028	610000
823	1330822	四川	成都	电信CDMA卡	028	610000
824	1330823	四川	成都	电信CDMA卡	028	610000
825	1330824	四川	达州	电信CDMA卡	0818	635000
826	1330825	重庆	重庆	电信CDMA卡	023	400000
827	1330826	重庆	重庆	电信CDMA卡	023	400000
828	1330827	重庆	重庆	电信CDMA卡	023	400000
829	1330828	四川	广安	电信CDMA卡	0826	638500
830	1330829	四川	巴中	电信CDMA卡	0827	636600
831	1330830	重庆	重庆	电信CDMA卡	023	400000
832	1330831	重庆	重庆	电信CDMA卡	023	400000
833	1330832	重庆	重庆	电信CDMA卡	023	400000
834	1330833	重庆	重庆	电信CDMA卡	023	400000
835	1330834	重庆	重庆	电信CDMA卡	023	400000
836	1330835	重庆	重庆	电信CDMA卡	023	400000
837	1330836	重庆	重庆	电信CDMA卡	023	400000
838	1330837	重庆	重庆	电信CDMA卡	023	400000
839	1330838	重庆	重庆	电信CDMA卡	023	400000
840	1330839	重庆	重庆	电信CDMA卡	023	400000
841	1330840	湖南	长沙	电信CDMA卡	0731	410100
842	1330841	湖南	长沙	电信CDMA卡	0731	410100
843	1330842	湖南	长沙	电信CDMA卡	0731	410100
844	1330843	湖南	长沙	电信CDMA卡	0731	410100
845	1330844	湖南	长沙	电信CDMA卡	0731	410100
846	1330845	湖南	长沙	电信CDMA卡	0731	410100
847	1330846	湖南	长沙	电信CDMA卡	0731	410100
848	1330847	湖南	长沙	电信CDMA卡	0731	410100
849	1330848	湖南	长沙	电信CDMA卡	0731	410100
850	1330849	湖南	长沙	电信CDMA卡	0731	410100
851	1330850	贵州	贵阳	电信CDMA卡	0851	550000
852	1330851	贵州	贵阳	电信CDMA卡	0851	550000
853	1330852	贵州	遵义	电信CDMA卡	0852	563000
854	1330853	贵州	安顺	电信CDMA卡	0853	561000
855	1330854	贵州	都匀	电信CDMA卡	0854	558000
856	1330855	贵州	凯里	电信CDMA卡	0855	556000
857	1330856	贵州	铜仁	电信CDMA卡	0856	554300
858	1330857	贵州	毕节	电信CDMA卡	0857	551700
859	1330858	贵州	六盘水	电信CDMA卡	0858	553000
860	1330859	贵州	兴义	电信CDMA卡	0859	562400
861	1330860	湖北	宜昌	电信CDMA卡	0717	443000
862	1330861	湖北	荆州	电信CDMA卡	0716	434000
863	1330862	湖北	武汉	电信CDMA卡	027	430000
864	1330863	湖北	武汉	电信CDMA卡	027	430000
865	1330864	湖北	武汉	电信CDMA卡	027	430000
866	1330865	湖北	武汉	电信CDMA卡	027	430000
867	1330866	湖北	随州	电信CDMA卡	0722	441300
868	1330867	湖北	襄阳	电信CDMA卡	0710	441000
869	1330868	湖北	鄂州	电信CDMA卡	0711	436000
870	1330869	湖北	荆门	电信CDMA卡	0724	448000
871	1330870	云南	昭通	电信CDMA卡	0870	657000
872	1330871	云南	昆明	电信CDMA卡	0871	650000
873	1330872	云南	大理	电信CDMA卡	0872	671000
874	1330873	云南	红河	电信CDMA卡	0873	661400
875	1330874	云南	曲靖	电信CDMA卡	0874	655000
876	1330875	云南	保山	电信CDMA卡	0875	678000
877	1330876	云南	文山	电信CDMA卡	0876	663000
878	1330877	云南	玉溪	电信CDMA卡	0877	653100
879	1330878	云南	楚雄	电信CDMA卡	0878	675000
880	1330879	云南	普洱	电信CDMA卡	0879	665000
881	1330880	云南	昆明	电信CDMA卡	0871	650000
882	1330881	云南	版纳	电信CDMA卡	0691	666100
883	1330882	云南	德宏	电信CDMA卡	0692	678400
884	1330883	云南	临沧	电信CDMA卡	0883	677000
885	1330884	云南	昆明	电信CDMA卡	0871	650000
886	1330885	云南	昆明	电信CDMA卡	0871	650000
887	1330886	云南	怒江	电信CDMA卡	0886	673100
888	1330887	云南	迪庆	电信CDMA卡	0887	674400
889	1330888	云南	丽江	电信CDMA卡	0888	674100
890	1330889	云南	玉溪	电信CDMA卡	0877	653100
891	1330890	西藏	拉萨	电信CDMA卡	0891	850000
892	1330891	西藏	拉萨	电信CDMA卡	0891	850000
893	1330892	西藏	日喀则	电信CDMA卡	0892	857000
894	1330893	西藏	山南	电信CDMA卡	0893	856000
895	1330894	西藏	林芝	电信CDMA卡	0894	860000
896	1330895	西藏	昌都	电信CDMA卡	0895	854000
897	1330896	西藏	那曲	电信CDMA卡	0896	852000
898	1330897	西藏	阿里	电信CDMA卡	0897	859000
899	1330898	西藏	拉萨	电信CDMA卡	0891	850000
900	1330899	西藏	拉萨	电信CDMA卡	0891	850000
901	1330900	四川	自贡	电信CDMA卡	0813	643000
902	1330901	四川	绵阳	电信CDMA卡	0816	621000
903	1330902	四川	德阳	电信CDMA卡	0838	618000
904	1330903	四川	乐山	电信CDMA卡	0833	614000
905	1330904	四川	阿坝	电信CDMA卡	0837	624600
906	1330905	四川	内江	电信CDMA卡	0832	641000
907	1330906	四川	遂宁	电信CDMA卡	0825	629000
908	1330907	四川	南充	电信CDMA卡	0817	637000
909	1330908	四川	泸州	电信CDMA卡	0830	646000
910	1330909	四川	宜宾	电信CDMA卡	0831	644000
911	1330910	陕西	咸阳	电信CDMA卡	029	712000
912	1330911	陕西	延安	电信CDMA卡	0911	716000
913	1330912	陕西	榆林	电信CDMA卡	0912	719000
914	1330913	陕西	渭南	电信CDMA卡	0913	714000
915	1330914	陕西	商洛	电信CDMA卡	0914	726000
916	1330915	陕西	安康	电信CDMA卡	0915	725000
917	1330916	陕西	汉中	电信CDMA卡	0916	723000
918	1330917	陕西	宝鸡	电信CDMA卡	0917	721000
919	1330918	陕西	西安	电信CDMA卡	029	710000
920	1330919	陕西	铜川	电信CDMA卡	0919	727000
921	1330920	陕西	西安	电信CDMA卡	029	710000
